TableID,MainCode,SubCode,RowNumber,line_label,category_1,category_2,is_digital_data_it,notes
6,A27CY15,FI0220,109,,,,,
6,A27CY15,FI0230,110,,,,,
6,A27CY15,FI0250,112,,,,,
6,A27CY15,FI0260,114,,,,,
6,A27CY15,FI0275,116,,,,,
6,A27CY15,FI0290,118,,,,,
6,A27CY15,FI0300,119,,,,,
6,A27CY15,FI0310,120,,,,,
6,A27CY15,FI0320,121,,,,,
6,A27CY15,FI0350,125,,,,,
6,A27PY14,FI0220,109,,,,,
6,A27PY14,FI0230,110,,,,,
6,A27PY14,FI0250,112,,,,,
6,A27PY14,FI0260,114,,,,,
6,A27PY14,FI0275,116,,,,,
6,A27PY14,FI0290,118,,,,,
6,A27PY14,FI0300,119,,,,,
6,A27PY14,FI0310,120,,,,,
6,A27PY14,FI0320,121,,,,,
6,A27PY14,FI0350,125,,,,,
6,A27PY15,FI0220,109,,,,,
6,A27PY15,FI0230,110,,,,,
6,A27PY15,FI0250,112,,,,,
6,A27PY15,FI0260,114,,,,,
6,A27PY15,FI0275,116,,,,,
6,A27PY15,FI0290,118,,,,,
6,A27PY15,FI0300,119,,,,,
6,A27PY15,FI0310,120,,,,,
6,A27PY15,FI0320,121,,,,,
6,A27PY15,FI0350,125,,,,,
7,A21PY01,BOR0440,198,,,,,
7,A21PY01,BOR0460,200,,,,,
7,A21PY01,BOR0465,205,,,,,
7,A21PY01,BOR0470,202,,,,,
7,A21PY01,BOR0580,219,,,,,
7,A21PY14,BOR0440,198,,,,,
7,A21PY14,BOR0460,200,,,,,
7,A21PY14,BOR0580,219,,,,,
7,A21PY19A,BOR0465,205,,,,,
7,A21PY19A,BOR0580,219,,,,,
7,A21PY20,BOR0440,198,,,,,
7,A21PY20,BOR0460,200,,,,,
7,A21PY20,BOR0580,219,,,,,
7,A28CY01,OTD0230,94,,,,,
7,A28CY01,OTD0257,99,,,,,
7,A28CY01,OTD0260,104,,,,,
7,A28CY01,OTD0270,105,,,,,
8,A24CY05,CAP2590,148,,,,,
8,A24CY05,CAP2660,144,,,,,
8,A24CY06,CAP2590,148,,,,,
8,A24CY06,CAP2660,144,,,,,
8,A28CY01,OTD0280,114,,,,,
8,A28CY01,OTD0290,115,,,,,
8,A28CY01,OTD0300,116,,,,,
8,A28PY02,OTD0290,115,,,,,
8,A28PY03,OTD0290,115,,,,,
8,A28PY03,OTD0300,116,,,,,
8,A28PY04,OTD0290,115,,,,,
8,A28PY04,OTD0300,116,,,,,
8,A28PY05,OTD0290,115,,,,,
8,A28PY05,OTD0300,116,,,,,
8,A28PY06,OTD0290,115,,,,,
8,A28PY06,OTD0300,116,,,,,
8,A28PY07,OTD0280,114,,,,,
8,A28PY07,OTD0290,115,,,,,
8,A28PY07,OTD0300,116,,,,,
8,A28PY08,OTD0280,114,,,,,
8,A28PY08,OTD0290,115,,,,,
8,A28PY08,OTD0300,116,,,,,
8,A28PY09,OTD0280,114,,,,,
8,A28PY09,OTD0290,115,,,,,
8,A28PY09,OTD0300,116,,,,,
8,A28PY10,OTD0280,114,,,,,
8,A28PY10,OTD0290,115,,,,,
8,A28PY10,OTD0300,116,,,,,
8,A28PY11,OTD0280,114,,,,,
8,A28PY11,OTD0290,115,,,,,
8,A28PY11,OTD0300,116,,,,,
8,A28PY12,OTD0280,114,,,,,
8,A28PY12,OTD0290,115,,,,,
8,A28PY12,OTD0300,116,,,,,
8,A28PY13,OTD0280,114,,,,,
8,A28PY13,OTD0290,115,,,,,
8,A28PY13,OTD0300,116,,,,,
8,A28PY14,OTD0290,115,,,,,
8,A28PY14,OTD0300,116,,,,,
8,A28PY15,OTD0290,115,,,,,
8,A28PY15,OTD0300,116,,,,,
8,A28PY16,OTD0280,114,,,,,
8,A28PY16,OTD0290,115,,,,,
8,A28PY16,OTD0300,116,,,,,
9,A24CY07,PFI0300,165,,,,,
9,A24CY07,PFI0330,168,,,,,
9,A24CY07,PFI0340,171,,,,,
9,A24CY07,PFI0380,175,,,,,
9,A24CY07,PFI0390,178,,,,,
9,A24CY07,PFI0400,179,,,,,
9,A24CY07,PFI0410,180,,,,,
9,A28CY01,OTD0330,129,,,,,
9,A28CY01,OTD0370,133,,,,,
9,A28CY01,OTD0450,143,,,,,
9,A28CY01,OTD0460,145,,,,,
9,A28PY01,OTD0330,129,,,,,
9,A28PY01,OTD0370,133,,,,,
9,A28PY01,OTD0450,143,,,,,
9,A28PY01,OTD0460,145,,,,,
